"id","title","grade","value"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11,"Solo en marzo, los traspasos entre operadores fueron más de 60 000 y Entel captó 30 640 de estas migraciones"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11," Telefónica y Claro han perdido participación de mercado"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11," La guerra por los usuarios comienza a virar con más fuerza hacia quien ofrece más datos móviles"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11," El tablero de juego empieza a ser más competitivo para los jugadores tradicionales que alguna vez no tuvieron mucho de qué preocuparse: Telefónica y Claro"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11,"En menos de un año desde la entrada de nuevos operadores —Entel en octubre y Bitel en julio de 2014—, el mercado de telefonía móvil en el Perú ha dado señales de que dinamizarse no es imposible"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11,"Entre julio de 2014 y marzo de 2015 (8 meses), 313 230 usuarios de telefonía móvil cambiaron de empresa operadora (mediante la portabilidad numérica), según el Osiptel"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11," Movistar (marca de telefonía móvil de Telefónica) y Claro son los que más clientes perdieron (el 89 %)"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11," Movistar perdió casi 140 000 clientes, cifra ligeramente mayor que la de Claro (137 300)"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11,"Entel Chile es el nuevo jugador más exitoso: desde que inició operaciones con su marca, en octubre del 2014, ha captado a 205 000 nuevos clientes"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11," Solo en marzo, la empresa ganó 30 640 usuarios mediante la portabilidad numérica; mientras que Claro ganó 21 500 líneas y Movistar captó 12 136"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11," Ese mes se registró el número más alto de traspasos entre operadores bajo la portabilidad"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11," El récord fue impulsado por la fuerte campaña publicitaria que realizó Entel en febrero"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11,"La vietnamita Bitel ha tenido menor éxito"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11," La compañía sufrió varios retrasos para el inicio de sus operaciones debido a problemas de instalación de antenas y disponibilidad de su frecuencia"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11," Inició operaciones en julio de 2014"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11," En marzo, apenas logró captar 864 usuarios bajo portabilidad numérica"
165,"Guerra de operadores: Entel gana terreno en el mercado móvil peruano3",11," Sin embargo, sí ha logrado un crecimiento sostenido desde sus inicios mediante la captación de nuevos usuarios, y no tanto de clientes de otros operadores"
166,"Maldito celular8",11,"El descontento con la calidad del servicio de telefonía celular es amplio"
166,"Maldito celular8",11," Las compañías le atribuyen la responsabilidad al Ministerio de Transportes y Comunicaciones (MTC) y a las municipalidades que —por la presión del miedo que acompaña a la ignorancia— ponen trabas o prohíben la instalación de más antenas"
166,"Maldito celular8",11," En el Perú debería haber al menos 22 000 antenas y unas 10 000 en Lima para tener un servicio adecuado, pero hay menos de 8000 y 3900, respectivamente"
169,"¿Podemos resistir la tentación?2",11," Lo que presenta hoy la televisión, las telenovelas y el cine es falso"
166,"Maldito celular8",11,"Al margen de ello, cabría preguntarse por qué si las operadoras saben que la infraestructura es insuficiente, siguen vendiendo equipos como si estuvieran en campaña todo el año, ofreciendo planes y coberturas y velocidades de conexión y calidades de servicio con los que saben perfectamente que no van a poder cumplir"
166,"Maldito celular8",11," (Por eso la batería de su equipo dura menos de lo que debería, las llamadas se cortan y el servicio de internet es intermitente)"
166,"Maldito celular8",11," Por ocho años se permitió que Claro le cobrara a Telefónica bastante más de lo que esta le cobraba a aquella"
166,"Maldito celular8",11,"Sin más antenas, una manera de incentivar la inversión es reduciendo y equilibrando el costo de terminación de llamadas (CTLL), lo que cobra, por ejemplo, Telefónica para que las llamadas de los demás operadores lleguen a sus teléfonos en su red"
166,"Maldito celular8",11," Gracias a ello, Claro amplió su red de servicio y, a la vez, obtuvo un beneficio adicional de US$ 30 millones cada año"
166,"Maldito celular8",11," ¿Por qué pagaba menos? Porque si una red tiene pocos celulares, la mayoría de las llamadas terminarán en red ajena"
166,"Maldito celular8",11," Pero alguien se opone"
166,"Maldito celular8",11,"Hoy se busca dar ese tratamiento (mucho más acotado en plazos, precios y beneficios) a Bitel y a Entel, que podrían mejorar sus ofertas y promociones, y así hacer el mercado más competitivo"
